id,content,location,service,price,environment,dish
2526,等位一个小时，所有菜都在外面放着。,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
2527,不好吃 不新鲜 凉菜都没搬均匀 差评,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Negative
2529,味道还可以吧，菜量没以前大了，服务也不好了，菜上的特别慢，可能是人多也可以理解吧，暂时没有再去的欲望了……,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Neutral
2543,一直是它家忠实的食客，菜品一直都好吃，黄瓜拌猪头肉，疙瘩汤我的最爱，它家的羊肉小串也特别好吃，海鲜的价位便宜，想吃海鲜的可以去它家，我这次去有点不太愉快，服务员都不知道在忙些什么，点的菜竟然有没点上的，叫服务员拿筷子，半天才拿来，都10点多了，客不是很多，叫个服务员这么费劲，感觉乱哄哄的，不知道服务员在忙什么！,Not Mentioned,Negative,Positive,Not Mentioned,Positive
2544,再也不去了，老板人也不好,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
2547,老店，老去，味道如常，菜品确实应该提升了改进了，如果老这样走粗放的路线，确实就不想再去了。有的食材不新鲜，腰子处理的不干净，异味很大！,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Neutral
2548,"先说下6点在网上排的队，前面有50桌，等到快8点才吃上，这就能看出来他家有多火了。
       环境还可以，满屋的啤酒瓶子，倒是挺有特色，如果想要安静的吃点饭聊聊天就别赶节假日去，因为排队的人多，会有点吵。
       最后说下菜品，味道中规中矩，吃了椒盐皮皮虾 辣炒小人仙 蒜蓉生蚝 扇贝 烤鲍鱼 烤串 饺子，推荐蚬子馅饺子和烤鲍鱼，椒盐皮皮虾稍有点咸，个人感觉这个吃法不是很喜欢。整体吃完没有太惊艳的感觉，海鲜倒是都很新鲜，到大连为了吃海鲜的可以试一下。 #烤鲍鱼# #鱼籽肠#",Not Mentioned,Negative,Not Mentioned,Negative,Positive
2550,服务现在越来越差了，就知道在那站着唠嗑，酒库里有冰酒，服务员就说没有，闲天涯瓶盖钱少呗，结账时候团购，先给现金结账的买单，怎么团购就是***么？最后退酒还没给退，真是无语了！！！程老板，该抓一抓啦,Not Mentioned,Negative,Neutral,Not Mentioned,Not Mentioned
2552,不知道是肉没化透还是怎么回事，就是上来的烤串好像还有血水,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative
2556,好吃极了，鲍鱼烤的鲜美，海胆鲜嫩，很平常的疙瘩汤也做的好吃极了，就是等待的时间比较长，来过了才理解，那是因为菜品确实好吃呀，所以人才会如此之多，孩子到现在还念念不忘正红旗海鲜烧烤大排档，下车再到大连还是必须去吃的,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
2558,提前预定的包间，饭店既然没核对客人把包间让别人占了。给朋友过生日弄成这样十分不开心，最后给我们安排到地下包间，没有烤炉，说是烤好上来，凉了再帮我们烤，但后来让服务员加热根本没有人理。要了疙瘩汤半个小时没上来，追问下说没点上。菜味道也一般，同等价位的烧烤太多了，没什么特别。要是特别，就是特别不负责！信用问题！服务跟不上！约人吃饭千万别在这儿，太不靠谱！,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Neutral
2560,一直去它家吃饭，菜的味道做的好，它家的价位本来就便宜，还有团购，太实惠了，海鲜也不贵，价格很便宜，疙瘩汤没有以前做的好了，一股太多了，两个人吃太浪费了，建议有小股就好了，这次去要的海螺有沙子，是不是没洗就煮可了，是不是忙忘了，不管怎么样，兜喜欢它家，菜做的地道，推荐给大家，以后会一直去的，服务特别的好。,Not Mentioned,Positive,Positive,Negative,Positive
2564,味道不错，菜品也新鲜，就是价格有些贵,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
2565,上菜比较慢，服务一般，菜味不错，质量也好,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
2568,虽然九点多去还排了好长时间队，但是值了，虽然只有两个人，给我们排了一个六人桌，我们以为外面还有那么多人一定会让我们拼桌，结果没有！特别好！品种很多，海鲜美味又新鲜，可惜我们只有两个女生，吃不了多少，想点很多种但是怕吃不完，事实是没点几种也没吃完，鱼子香肠，烤鱿鱼，麻辣小海鲜，烤虾，最棒的是扇贝，太好吃了，而且不贵，点了一堆用美团优惠支付才200块钱，把照片发到朋友圈成功地让一票朋友流下了口水哈哈哈哈哈哈~推荐大家去！,Not Mentioned,Negative,Positive,Not Mentioned,Positive
2572,要说真话么？口味真一般，我是看点评评论去的，去一吃，不难吃，也不好吃。一般 真的一般 希望大家不要被忽悠，绝对没有评论里说的那么好吃，现在的评论也是不负责任的。况且店里的生意也不太好，口味一般，价格略贵。我怀疑评论是刷单刷的....,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Neutral
2581,烧烤的味道不错，蒸蚬子味道也不错，但是虾里面好多泥巴，蚬子里面粑粑也很多，生蚝里面也是，价格也有点贵的不划算，价格可以贵，但是食材实在不值那个价，进门时服务员推荐了西瓜汁，也是赖我们自己，看到牌子上饮料最贵的也就四十左右，结果就要了，问服务员西瓜汁多少钱，也没告诉我们，就说是现榨的很新鲜，本以为西瓜汁也就二十多，毕竟一个西瓜能多少钱，更何况是一壶西瓜汁呢～～结果结账告知49西瓜汁，我真的不知道是故意坑我们外地游客，还是所有人都坑，晚上见到了路边摊，吃了好多海鲜，也都是活的，味道非常好，还很实惠～～这是在大连的第一天，对大连环境很赞叹，对大连人们好失望～～～～从早到晚被坑，早上到了大连，吃了个早饭，一屉包子两碗粥，55元，关键是那包子真难吃，基本没馅，不过在大连火车站，自己去的，被坑算是活该把，毕竟没问价～～然后上了导游的车，说好的旅游线路都没有，结果告知每人380元，否则基本就在车上等别人把，交了钱，说是三个大景点，结果呢，一个是看了很难看的人妖与女人节目表演，一个是玩4D游戏体验，另一个是潜艇内部拍照加上潜艇航行模拟，逗比，被坑的我都***了，结果晚上吃饭，西瓜汁，真的，真的要这么坑么,Not Mentioned,Negative,Negative,Positive,Neutral
2585,味道一般，价格不便宜，服务也一般,Not Mentioned,Neutral,Negative,Not Mentioned,Neutral
2591,环境服务挺好的 味道有些腻 海鲜价格太高了,Not Mentioned,Positive,Negative,Positive,Neutral
2592,菜品味道好的没的说，只是服务员的服务态度极差！太差劲了！,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
2597,怪不得人少了，菜品无特色还贵！,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Neutral
2604,辣炒小海鲜太好吃了，辣炒黄蚬有沙子，还有烤羊肉串，烤多春鱼，烤了好多东西都很赞，怪不得有那么多排号等着吃的人，就是贵了点,Not Mentioned,Not Mentioned,Negative,Negative,Positive
2611,东西不错，就是服务有点差，没素质！上菜得时候直接落在食物得盘子上,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
2612,去他家要买单时候就告诉不能叠加使用、他家的经理真是无比恶心、问了好几遍 花了多了 就是不能两次买叠加、恶心！差评 那个挺瘦高单眼皮的经理 特别势力、不停的鼓动 这样的经理赶紧辞了吧,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
2616,太贵了，麻辣螃蟹味道很好，炒蚬子也不错，海胆什么的，价格贵，也不好吃,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Neutral
2617,生蚝29元一个，和鲍鱼一个价格，感觉比其他地方贵出太多。,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned
2626,正宗大连烧烤风味。量适中，咸淡适中。只是餐厅内吸烟的人太多，破坏了环境。,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Positive
2630,口味不错 经常带朋友来 就是价格有点小贵,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
2633,有点偏贵，味道凑合，服务感觉很烂，不是特别满意。,Not Mentioned,Negative,Negative,Not Mentioned,Neutral
2637,总的来说价格有些贵，没有什么特别好吃的，都是炒作,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Neutral
2638,可能人多的原因给我上错了3次菜，还好我大气都接受了,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
2641,味道还可以，国庆人好多，有点跟不上服务,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
2643,都好，就是人太多，去晚了就排队去吧，价格应该挺合理吧，旅游为了海鲜可以去试试,Not Mentioned,Negative,Neutral,Not Mentioned,Not Mentioned
2644,东西不错的，就是价钱也是老霸气了！！！！！,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned
2648,上菜速度太慢，可能是客人太多了。味道还行,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
2650,味道还是挺不错的，只是价格有点小贵。去吃饭的人很多，我们排队排了半个多小时才吃到的，加餐水饺又等了半个多小时。,Not Mentioned,Negative,Negative,Not Mentioned,Positive
2652,人很多，小位置没有了，味道很好，喜欢海螺大水饺还有羊排串，鲍鱼海鲜都很新鲜，走之前会再去吃一次的,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Positive
2663,味道不错，排队人很多，就是偏贵些,Not Mentioned,Negative,Negative,Not Mentioned,Positive
2668,很难吃  来大连旅游冲着你家名声来的  这么晚了还得排位等座以为多好吃呢   别的不说  螃蟹里面都黑了有异味  要求换了一个还是坏的  可笑的是服务员还是你们哪个服务人员跟我说吃不坏  要是只为了吃不坏而不是好吃的话你家店不用开了 不知道是不是因为我们就俩女的还一听就外地口音把死螃蟹卖给我们  希望开饭店的不要总想着投机取巧  完全实话实说  别的我觉得不好吃辣的没味有的太咸是我跟你们饭店口味不合  我不会说你们做的不好 但是螃蟹的事儿真够恶心人的,Not Mentioned,Negative,Not Mentioned,Negative,Negative
2670,东西好吃，但是服务好差，并不是因为忙，是因为点餐的人各自顾各自的客人，互相不管,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
2676,就是位置不算好找，服务态度很好，东西很新鲜，总体很满意～,Negative,Positive,Not Mentioned,Not Mentioned,Not Mentioned
2681,口味很好，就是排队太久了，建议,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
2682,没有想象中的好吃，有点贵，海胆太贵了，可能过节吧,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Neutral
2683,点的虾有死的，退了一半的钱，服务要加强的。,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
2685,据说特别火，还不错，只是海鲜有点小贵。,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned
2690,味道很好，海鲜新鲜，人挺多的，坐在门口桌不太满意,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Positive
2692,他家的菜品，太咸了，口味太重了，无论是菜还是烤串，难吃到不难吃，,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative
2694,不是很喜欢口味，有点太仓促了，口味偏生和咸得有点苦了,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative
2699,上菜慢，服务员喊都喊不动，，，,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
2708,味道可以，只是消费较高。两个人吃了四百多,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
2709,也是看别人推荐的，不过客流量是多的，生意有点好，不过自我觉得菜的量不多，是不是看人数来的呀，我们点的贝类上来就半盘子,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative
2710,人多的时候就是上菜有点慢 但是很好吃也很实惠 推荐烤护心肉！很好吃,Not Mentioned,Negative,Positive,Not Mentioned,Positive
2714,味道不错，服务和环境有待加强，支持！！！,Not Mentioned,Negative,Not Mentioned,Neutral,Positive
2716,太差太差了，除了便宜也没什么啦，就是服务差，菜品差，不会再去了,Not Mentioned,Negative,Positive,Not Mentioned,Negative
2717,来大连旅游，在酒店附近搜索到这家海鲜烧烤。位置很好找，店里生意很好，就是去的那天空调坏了，还安排坐楼下，真是热，吃一顿饭喝了几瓶冰饮。感觉烧烤的味道还可以，就是价格比较高。,Positive,Not Mentioned,Negative,Negative,Positive
2721,??差！差！差！各种差！服务员态度恶劣，一进门根本没人管，跟服务员说两个人 理都不理你 只是告诉去楼下吧 去到楼下之后 也是没人管 自己找地方坐 然后自己记得桌号去楼上点菜 点完菜回到楼下发现漏水 要求换桌子 那个男的服务员又是脸臭 告诉不能换 说换了麻烦 菜就乱了…说是要我等一下 结果很久也没回来 就要我们站在那里等…已经火冒三丈了 折腾了很久 终于换了桌子 点了两瓶冰红茶 催了5次 都没上 最后我直接要经理来 最后半个多小时才上…菜品一般 烤串上桌就是凉的，真的不明白为什么会有好评 根本没有服务还摆一副臭脸…第一次来也是最后一次！ 劝大家还是不要去了 吃不好还生气！,Not Mentioned,Negative,Not Mentioned,Negative,Neutral
2722,天天门口经过，今天和家人一起，晚间饭口时间上菜很乱，没有合理安排，我都要结账还有个菜没上，味道上不是满意，只能说点的海胆还不错了！牡蛎做的味道太差，可惜了好食材！,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Neutral
2724,主要就是上菜慢 太慢 特别慢 慎重选择,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
2728,菜品不错，环境不错，服务不错，就是折扣小，继续努力.,Not Mentioned,Positive,Negative,Positive,Positive
2730,服务差，喝酒还收开瓶费，真不怎么样,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
2731,很好吃 很新鲜 就是有点小贵 哈哈哈,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
2732,"非常差。海鲜不怎么好吃。服务也差。服务员手上还有纹身。跟社会大哥差不多
",Not Mentioned,Negative,Not Mentioned,Not Mentioned,Negative
2734,人多嘴杂，乱哄哄服务差，生意越大，服务也差，叹号,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
2736,环境不错，都是啤酒瓶装饰。上菜太慢。来大连玩晚上走到了就在这吃点东西。点了野生大虾，骨肉相连，排骨，培根金针菇。疙瘩汤不错。鱼丸特别难听特别难吃特别难听。都是面,Not Mentioned,Negative,Not Mentioned,Positive,Neutral
2738,护心肉真的挺好吃，海鲜也可以。就是量少又贵，旅游值得去吃。,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Neutral
2741,服务员太死心眼儿了，人多太忙，服务差,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
2744,菜品一般，饭还是冷的，服务基本没有，上菜可以说没有时间观念，不建议大家用餐，基本是气饱了。,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Neutral
2759,好咸好咸的味道啊！尤其是饺子，把小孩都咸哭了！结账时乱七八糟的，多加了好几样在账单上，算了几次才算对，管理有问题啊！,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Negative
2772,海鲜比较新鲜，价格稍高，强烈推荐烤虾。,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
2776,不是一般的火?啊，排了好长时间的号，不过值，味道真是鲜美，尤其海蟹，有机会还会去的。,Not Mentioned,Negative,Neutral,Not Mentioned,Positive
2777,晚上和同学看完话剧来的，由于太晚，想起来他家应该是24小时营业，就过来了。我同学来过好几次，我是第一次来，先说说环境，装修很有特点，都是空酒瓶，哈哈。环境有些嘈杂，因为人太多了。没想到在延安路上还藏着一个这么大的烧烤排挡，没想到里面那么大。串的味道还不错，烤牛舌吃不太惯，推荐腌制鸡胗，烤的香香的，还有大虾、土豆丝、排骨串都很不错，价格还不贵，我和我同学两个女生，用一张团购券，刚好。但是他家团购不给开发票，我问了一句，她们收银小姐就不乐意了。。。以后想吃串还会考虑来你家的，如果可以，换个收银吧，哈哈,Not Mentioned,Negative,Neutral,Neutral,Positive
2782,"房间热、吃个饭跟逛菜市场似的、
服务态度不好、不好吃、卖的还贵、
啤酒都没有凉的！
让服务干点啥跟欠他钱似的！
排好就排了半个小时、
点餐也没有理、得追着服务员……
妹的、打死也不来啦……",Not Mentioned,Negative,Negative,Negative,Negative
2786,等咯半个多小时，但味道真心可以，分量稍微少咯点，其他都很满意,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Neutral
2789,人多上菜慢、服务员明显不够用、其他还不错,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
2792,海鲜种类还算多，基围虾没有，由于生意比较火上菜太慢，催五六遍都上不来，价格还算可以,Not Mentioned,Negative,Neutral,Not Mentioned,Not Mentioned
2794,其实一般，他们家是一个开车师傅介绍的，朋友说味道还行，但我觉得一般，服务，真的是，太差，价格还行，就是一般饭店，也没有他们说的多么好，多么神奇,Not Mentioned,Negative,Neutral,Not Mentioned,Neutral
2801,以前吃烧烤一直在他家，东西很好吃，就是上菜有点慢,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
2804,不错，以后再来，消费略高了一些……,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned
2811,味道还不错，生蚝挺好吃，就是鱿鱼糊了，人太多，上菜慢了点,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Neutral
2813,就是价格有些小贵 不差钱的朋友可以去 很新鲜,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned
